international_id,position,dominant_hand,experience_level,years_played,years_pro,scout_notes
8235,left wing,left,rookie,7.0,7.0,"a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches, raw mechanics in skating stride"
5828,left wing,left,legend,9.0,9.0,"wins battles along the boards, resulting in poor decision-making"
521,defense,right,sophomore,0.0,0.0,"capable in clutch moments, shoots from anywhere just in case"
7941,defense,right,veteran,10.0,8.0,elite level impact every shift
3006,left wing,right,veteran,7.0,6.0,"panics under forecheck pressure, elite level talent combines creativity with strong decision making, loses faceoff battles frequently, quick yet undisciplined"
1223,left wing,left,sophomore,4.0,1.0,reliable at times but struggles with focus
444,center,right,veteran,10.0,6.0,"makes quick decisions under pressure and leads by example, always forgets something and blames the coach, panics under forecheck pressure"
1973,right wing,right,rookie,5.0,5.0,intelligent puck movement under pressure
9642,right wing,left,rookie,0.0,0.0,loves the glass more than the net
8825,center,left,rookie,6.0,6.0,fully engaged every shift
6824,goalie,left,veteran,8.0,8.0,quick yet undisciplined
969,defense,left,veteran,7.0,7.0,"sharp edge control in corners, does not know when to stop celebrating, but currently lacks discipline and consistency, leader who drives team energy"
5765,goalie,left,veteran,12.0,4.0,
3450,right wing,left,rookie,8.0,5.0,
6663,defense,left,veteran,12.0,5.0,maintains structure in all zones
8253,defense,left,sophomore,5.0,5.0,raw potential but currently too inconsistent and unfocused
3686,left wing,left,rookie,9.0,7.0,
9343,left wing,left,sophomore,10.0,6.0,elite level talent combines creativity with strong decision making
7758,left wing,left,rookie,7.0,7.0,"quick and focused skater with elite awareness and smart positioning, lazy effort during shifts"
7131,defense,left,rookie,11.0,5.0,does not know when to stop celebrating
1248,defense,left,veteran,1.0,1.0,"holds onto the puck too long, reads passing lanes effectively"
70,defense,left,rookie,1.0,0.0,accurate one timer release
5142,right wing,left,veteran,11.0,6.0,"a player with a strong character who is respected by teammates and opponents alike, a strong two-way player who excels in both offensive and defensive aspects of the game"
6250,left wing,left,veteran,11.0,5.0,"brings snacks for everyone after practice, forces risky passes through traffic"
4152,defense,left,veteran,0.0,0.0,sharp edge control in corners
5674,right wing,left,sophomore,6.0,6.0,slow skating limits effectiveness
6845,center,left,sophomore,11.0,1.0,
712,defense,left,rookie,3.0,3.0,creative and aggressive playstyle steps up in clutch moments
6826,center,left,veteran,8.0,8.0,combines intelligence with strong leadership qualities
4212,defense,right,veteran,12.0,7.0,"capable in clutch moments, quick yet undisciplined"
9390,right wing,right,veteran,5.0,5.0,"wears the same lucky tape every game, brings snacks for everyone after practice"
654,defense,left,veteran,0.0,0.0,"holds onto the puck too long, undisciplined habits lead to turnovers and weak defensive play"
5248,defense,left,veteran,10.0,8.0,"sets the tone early in games, turnover prone under pressure"
9489,right wing,right,veteran,4.0,4.0,"timid in physical battles, circles a lot but goes nowhere, turnover prone under pressure"
3634,defense,left,rookie,5.0,2.0,"decisive finishing in key moments, hesitant reads in transition"
6106,defense,left,rookie,4.0,4.0,tapes the stick more than touching the puck
6686,center,right,rookie,0.0,0.0,ineffective on the power play setup
6764,right wing,left,rookie,0.0,0.0,reliable shift to shift consistency
8798,right wing,left,rookie,2.0,2.0,
4883,defense,left,veteran,8.0,8.0,always drinks from the same water bottle
7377,left wing,left,rookie,9.0,8.0,leader on and off the ice
6184,goalie,left,rookie,6.0,6.0,performance fluctuates shift to shift
2666,left wing,left,veteran,0.0,0.0,reliable shift to shift consistency
8415,defense,left,veteran,8.0,8.0,performance fluctuates shift to shift
9170,defense,left,rookie,2.0,1.0,protects the puck under pressure
3694,defense,left,veteran,2.0,2.0,elite level talent combines creativity with strong decision making
9610,center,,veteran,0.0,0.0,
5292,left wing,left,rookie,0.0,0.0,undisciplined positioning and play
4942,center,left,veteran,4.0,4.0,"often delivers in clutch moments, joins the rush at the right time"
7568,center,right,veteran,6.0,6.0,shoots from anywhere just in case
1107,defense,left,sophomore,7.0,7.0,slow reactions cause missed opportunities and poor positioning
1432,right wing,,veteran,6.0,6.0,hesitates to block shots
4446,center,left,veteran,0.0,0.0,smart instincts but occasionally too timid to capitalize on opportunities
2067,defense,left,rookie,6.0,6.0,"delays shooting opportunities, never sits in a different locker spot"
1377,right wing,left,veteran,3.0,3.0,"drives play with constant energy, though prone to lapses and poor execution, decisive finishing in key moments, a consistent performer who can be counted on in any situation"
4503,goalie,left,veteran,10.0,9.0,raw potential but currently too inconsistent and unfocused
4500,left wing,left,veteran,14.0,5.0,"passive approach in puck battles, aggressive but unfocused leading to poor execution"
5552,defense,,veteran,10.0,8.0,inconsistent effort levels
4263,center,left,sophomore,0.0,0.0,always looks at the clock before stepping on ice
2032,center,left,rookie,0.0,0.0,a player with a great sense of loyalty
4447,defense,left,rookie,9.0,8.0,"kills penalties with good positioning, reads rebounds quickly"
2258,center,left,veteran,9.0,9.0,lazy effort during shifts
1950,left wing,left,veteran,10.0,8.0,"though prone to lapses and poor execution, controls the puck along the boards"
741,right wing,right,veteran,4.0,4.0,"steps up in decisive situations, vision creates scoring chances"
816,center,,veteran,5.0,5.0,"refuses to change stick after a goal, always first to the bench after a long shift"
4682,defense,,veteran,10.0,8.0,shows creativity while maintaining structure
4849,defense,,veteran,10.0,9.0,always drinks from the same water bottle
3470,goalie,left,veteran,11.0,7.0,vocal presence on the bench
6773,goalie,left,rookie,10.0,7.0,skates a solo circle before every shift
805,goalie,,veteran,11.0,4.0,shows creativity while maintaining structure
7936,center,right,sophomore,8.0,8.0,timid engagement in corners
9621,right wing,left,rookie,11.0,5.0,
9202,right wing,left,veteran,7.0,7.0,elite level talent combines creativity with strong decision making
3627,center,left,veteran,11.0,7.0,elite awareness and smart positioning
1626,goalie,left,sophomore,7.0,7.0,keeps shots low and on target
7371,center,left,veteran,11.0,6.0,handles the puck well under pressure
8621,left wing,right,rookie,0.0,0.0,
4568,center,left,rookie,5.0,5.0,talks to the puck like it will listen
5540,goalie,right,sophomore,0.0,0.0,sharp edge control in corners
4627,center,left,veteran,10.0,9.0,"sharp edge control in corners, unrefined skating technique"
1151,goalie,right,rookie,2.0,2.0,clutch performance in key moments
4342,center,right,rookie,0.0,0.0,applies constant pressure on puck carriers
2206,left wing,left,veteran,10.0,7.0,reckless decisions result in unnecessary turnovers
1445,goalie,left,veteran,4.0,4.0,windup on shots takes forever
1572,left wing,right,veteran,4.0,4.0,a player with a great sense of loyalty
8603,defense,,veteran,0.0,0.0,"elite presence that elevates team play, slow skating limits effectiveness"
2596,defense,left,veteran,11.0,4.0,avoids contact in key situations
4200,center,left,sophomore,8.0,8.0,"drives play with constant energy, resulting in poor decision-making"
7001,left wing,left,sophomore,9.0,9.0,applies constant pressure on puck carriers
6866,left wing,left,veteran,6.0,6.0,keeps shots low and on target
8265,right wing,left,veteran,0.0,0.0,reads passing lanes effectively
447,defense,left,rookie,6.0,6.0,"a player with a high hockey IQ who reads the game well and makes smart decisions, supports breakouts with good timing"
4422,defense,left,veteran,12.0,7.0,does not know when to stop celebrating
4529,center,left,veteran,7.0,7.0,
1698,right wing,right,veteran,10.0,10.0,a player with a high hockey IQ who reads the game well and makes smart decisions
7574,defense,left,sophomore,8.0,8.0,pressures defenders into mistakes
1116,defense,left,veteran,0.0,0.0,raw skill but undisciplined and inconsistent overall play
4237,goalie,left,rookie,7.0,7.0,raw skill but undisciplined and inconsistent overall play
8551,defense,left,sophomore,2.0,2.0,explosive edge work in tight turns
8316,defense,left,veteran,10.0,8.0,shies away from net front battles
6919,center,left,veteran,7.0,7.0,
5418,right wing,left,veteran,8.0,8.0,elite and smart player shows quick reads and strong leadership on the ice
7713,goalie,right,rookie,7.0,7.0,misreads developing plays
5993,right wing,left,rookie,9.0,7.0,
4379,right wing,left,veteran,1.0,1.0,
243,left wing,left,rookie,0.0,0.0,smart decision making with the puck
7444,defense,left,sophomore,2.0,2.0,"dependable in defensive situations, gets caught puck watching"
3254,defense,right,sophomore,0.0,0.0,aggressive but unfocused leading to poor execution
2254,goalie,left,rookie,9.0,9.0,"skates a solo circle before every shift, gets caught puck watching"
7683,defense,left,sophomore,3.0,2.0,"physical edge in net front battles, unsteady performance across shifts"
5302,right wing,left,veteran,12.0,10.0,dynamic impact in transition play
6696,left wing,left,sophomore,6.0,6.0,leader on and off the ice
597,defense,left,veteran,4.0,4.0,loose positioning away from the puck
2873,left wing,left,sophomore,4.0,4.0,"raw skillset with strong potential, chases the play out of position"
9321,left wing,left,veteran,11.0,7.0,drives play with constant energy
6292,left wing,right,veteran,3.0,3.0,reads rebounds quickly
7923,right wing,left,sophomore,9.0,7.0,sets the tone early in games
7447,left wing,left,rookie,8.0,8.0,reliable at times but struggles with focus
8881,defense,left,veteran,8.0,8.0,
7815,left wing,,veteran,5.0,5.0,a skilled playmaker who can create scoring chances for himself and others
1146,defense,left,veteran,8.0,8.0,undisciplined habits lead to turnovers and weak defensive play
9252,defense,right,sophomore,9.0,6.0,disciplined approach to positioning
724,center,right,veteran,3.0,3.0,"applies constant pressure on puck carriers, always drinks from the same water bottle, celebrates even the smallest plays, shows creativity while maintaining structure, raw potential but currently too inconsistent and unfocused, disciplined approach to positioning"
1877,defense,right,veteran,9.0,8.0,poor awareness in defensive zone
477,left wing,left,veteran,10.0,9.0,quick and focused skater
7592,defense,left,veteran,7.0,7.0,turnover issues in breakout plays
67,defense,left,veteran,4.0,4.0,shows creativity while maintaining structure
3515,goalie,left,rookie,7.0,7.0,"dynamic impact in transition play, fully engaged every shift, gets pinned in defensive zone"
4699,center,left,veteran,9.0,9.0,
2635,left wing,left,rookie,6.0,6.0,"smart and quick thinker controls tempo and leads the play, holds onto the puck too long, sharp edge control in corners, reckless style combined with poor decision making hurts the team"
8480,right wing,right,sophomore,10.0,5.0,"slow reaction to loose pucks, drives play with constant energy"
4642,left wing,right,veteran,0.0,0.0,raw skill but unpolished execution
9612,left wing,right,rookie,9.0,5.0,
9620,defense,left,sophomore,4.0,4.0,quick hands in tight spaces
1583,right wing,right,veteran,12.0,6.0,reliable at times but struggles with focus
2681,left wing,right,veteran,2.0,2.0,unrefined skating technique
4397,defense,left,rookie,5.0,5.0,misreads developing plays
1388,center,left,sophomore,7.0,7.0,a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches
5870,defense,left,veteran,0.0,0.0,an elite and smart player
6159,center,,veteran,12.0,6.0,acts like a referee after every whistle
643,defense,left,veteran,12.0,3.0,"mistimes involvement in the rush, tapes the stick more than touching the puck"
6745,defense,left,rookie,9.0,6.0,strong balance in physical play
1119,goalie,left,rookie,5.0,5.0,quick acceleration and reaction speed
